unom,T1 < min,P1 <= 0,Сильная течь в системе отопления,Протечка труб в подъезде,Течь в системе отопления,T1 > max,P2 <= 0,Температура в квартире ниже нормативной,Отсутствие отопления в доме,Температура в помещении общего пользования ниже нормативной,Аварийная протечка труб в подъезде,Крупные пожары,ID ODS,№ ОДС,ods_adress,ID УУ,Адрес,Округ,Группа,Потребитель (или УК),ЦТП,Объём поданого теплоносителя в систему ЦО,Объём обратного теплоносителя из системы ЦО,Температура подачи,Температура обратки,Наработка часов счётчика,Проект,Количество этажей,Количество подъездов,Количество квартир,Общая площадь,Общая площадь жилых помещений,Общая площадь нежилых помещений,Материалы стен,Признак аварийности здания ,Количество пассажирских лифтов,Количество грузопассажирских лифтов,Материалы кровли по БТИ,Типы жилищного фонда,Статусы МКД
549,0,0,0,0,0,1,0,1,0,1,0,0,143494751.0,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19",785483486.0,"Амурская ул., д. 42",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,170.66209555188675,168.95537754245282,83.8781326745283,61.86684207547169,23.044213641509437,I-515,5.0,4.0,80.0,3567.5,3567.5,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
551,0,0,0,0,0,1,0,1,0,0,0,0,143494751.0,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19",785481684.0,"Амурская ул., д. 44, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,133.5177202488263,132.7539612676056,86.04825543192489,52.542060971830985,23.706749281690144,индивидуальный проект,9.0,3.0,93.0,4751.5,4560.1,191.4,кирпичные,нет,3.0,0.0,прочая(черепица;щепа;дранка),МКД,в эксплуатации
552,0,0,0,0,0,1,0,1,0,0,0,0,143494751.0,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19",785481703.0,"Амурская ул., д. 46",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,101.09619482547168,103.59340135849057,85.47749451415095,59.644399707547166,22.11602712264151,I-515,5.0,4.0,76.0,3586.9,3416.7,170.2,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
553,0,0,0,0,0,1,0,1,0,0,0,0,143494751.0,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19",785481725.0,"Амурская ул., д. 48",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,87.42448833802817,84.64382977934272,87.43452056338029,59.838557413145544,22.6698553943662,I-515,5.0,4.0,75.0,3557.1,3557.1,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
554,0,0,0,0,0,1,0,1,1,0,0,0,143494751.0,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19",785481733.0,"Амурская ул., д. 50, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,262.11393229107983,263.9053605492957,87.68845794366196,65.75035816431925,23.486338441314558,индивидуальный проект,9.0,3.0,96.0,4738.2,4723.7,632.1304779315749,кирпичные,нет,3.0,0.0,прочая(черепица;щепа;дранка),МКД,в эксплуатации
555,0,0,0,0,0,1,0,1,0,0,0,0,143494751.0,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19",785481753.0,"Амурская ул., д. 52",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,85.82357229577465,84.59971482629109,82.19928122065726,52.19107507042254,23.20388148826291,I-515,5.0,4.0,80.0,3561.6,3561.6,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
559,0,0,1,0,0,0,0,1,0,0,0,0,143495226.0,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1",379755242.0,"Амурская ул., д. 64",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/002,130.68990472769954,129.5540479201878,87.84571553990612,62.37347229107981,23.016908169014087,нет данных,5.0,4.0,80.0,3403.0,3403.0,0.0,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
560,0,0,0,0,0,1,0,1,1,0,0,0,143495226.0,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1",192060933.0,"Амурская ул., д. 66",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/002,2.780522149410344e+22,74.99771096271174,86.94100392349728,54.96376814754099,20.455055313186815,нет данных,5.0,4.0,80.0,3394.3,3394.3,0.0,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
561,0,0,0,0,0,1,0,1,0,0,0,0,143495226.0,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1",137637358.0,"Амурская ул., д. 68",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,70.83918124413147,71.04205637558685,83.03995418779343,50.468189389671366,23.99766862910798,нет данных,4.0,4.0,57.0,2588.2,2322.9,265.3,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
562,0,0,0,0,0,1,0,1,0,0,0,0,143495226.0,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1",192065119.0,"Амурская ул., д. 70",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,50.889154422535206,50.12753998122065,82.35159648356809,40.470987591549296,23.2928002629108,нет данных,5.0,4.0,80.0,3526.0,3411.0,115.0,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
763,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785505046.0,"ул. Аносова, д. 3, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/022,56.762395009389664,53.33684529107982,84.06050990140845,45.877548915492966,21.3315991314554,II-18-31/12А,12.0,1.0,84.0,3634.4,3634.4,0.0,панельные,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
764,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",15992868976.0,"ул. Аносова, д. 3, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/022,92.71883486904761,95.7898425857143,78.75502973809523,58.10167449523809,23.575090971428573,II-18-31/12А,12.0,1.0,80.0,4453.0,3456.0,997.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
765,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785504659.0,"ул. Аносова, д. 5",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/025,58.31492017874396,57.731976053140095,89.57079193719805,47.564865676328495,23.999646173913042,индивидуальный проект,5.0,4.0,76.0,4144.2,3247.8,896.4,кирпичные,нет,0.0,0.0,прочая(черепица;щепа;дранка),МКД,в эксплуатации
766,0,0,1,1,0,0,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785498733.0,"ул. Аносова, д. 7",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/001,137.23636021596246,138.51618664319247,71.4523711455399,55.91089983568075,23.634958187793426,нет данных,4.0,3.0,35.0,2020.4,1924.6,95.8,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
767,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785504184.0,"ул. Аносова, д. 9",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/016,73.05791978403755,73.76380941784038,86.0955130798122,54.352907239436625,23.317264751173706,индивидуальный проект,5.0,3.0,60.0,2579.2,2579.2,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
768,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785505165.0,"ул. Аносова, д. 11",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/016,47.49323054460094,48.091074765258206,86.51401087793428,46.61015437089202,23.74109058685446,индивидуальный проект,5.0,3.0,60.0,2585.8,2585.8,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
769,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785504451.0,"ул. Аносова, д. 13",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/016,69.1222380050505,67.6946368030303,87.03949756060607,57.42341718181818,22.836972015151517,индивидуальный проект,5.0,3.0,60.0,2577.8,2577.8,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
1017,0,0,1,0,0,0,0,1,1,0,0,0,143495156.0,ОДС №2-Преображенское,"город Москва, Преображенская улица, дом 5/7",785491410.0,"ул. Атарбекова, д. 4А",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/050,371.0548023921569,370.56087239215685,56.95814771078432,47.864594093137256,23.610009289215686,индивидуальный проект,5.0,6.0,76.0,4769.1,2977.5,1791.6,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
1049,0,0,0,0,0,0,0,1,0,0,0,0,143495642.0,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г",785470169.0,"Бабаевская ул., д. 1/8, стр. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/076,132.04818625352112,134.76688582159622,54.856145563380274,45.47670234272301,23.974317093896712,нет данных,5.0,2.0,20.0,1789.3,1764.5,632.1304779315749,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
1051,0,0,0,0,0,0,0,1,0,0,0,0,143495642.0,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г",785470148.0,"Бабаевская ул., д. 1/8, стр. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/076,212.10658744131456,212.41776701877933,55.20898885915493,46.05351692957747,23.99967447887324,индивидуальный проект,5.0,3.0,27.0,3457.7,2396.7,1061.0,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
1202,0,0,0,0,0,0,0,1,0,0,0,0,143495226.0,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1",199230759.0,"Байкальская ул., д. 12, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/080,502.8755868544601,504.5377970938967,56.53311898122067,47.87780784037559,23.99315030985916,П-46,14.0,3.0,166.0,7640.0,7600.6,39.4,панельные,нет,6.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
1206,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,индивидуальный проект,9.0,3.0,86.0,4155.2,4107.1,48.1,кирпичные,нет,3.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
1207,0,0,1,0,0,1,0,1,1,0,0,0,143495241.0,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15",385386215.0,"Байкальская ул., д. 15",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/014,274.89448242,270.79532104500004,91.21138759000002,50.459969304999994,22.81558045,,,,,,,,,,,,,,
1212,0,0,0,0,0,1,0,1,0,0,0,0,143495241.0,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15",167145598.0,"Байкальская ул., д. 17, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/014,64.09611874761904,64.12896252380953,84.36809478571429,42.78771990476191,23.58146479047619,I-515,5.0,6.0,119.0,5151.5,5151.5,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
1213,0,0,0,0,0,1,0,1,0,0,0,0,143495241.0,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15",135859591.0,"Байкальская ул., д. 17, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/014,85.64791941784038,83.19053055399061,89.25317604225353,49.95575460563381,23.972110657276996,I-515,5.0,6.0,119.0,5168.2,5168.2,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
1214,0,0,0,0,0,1,0,1,0,0,0,0,143495241.0,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15",163145835.0,"Байкальская ул., д. 17, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/014,67.73447535096153,67.04226010096154,89.64725999999997,44.937589798076914,23.177571701923075,I-515,5.0,6.0,119.0,5145.0,5145.0,0.0,панели керамзитобетонные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
1215,0,0,0,0,0,1,0,1,0,0,0,0,143495241.0,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15",160122843.0,"Байкальская ул., д. 17, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/014,52.82253841784038,52.54997661971831,91.5581155117371,41.36602280281689,23.96735851173709,I-515,5.0,6.0,119.0,5139.0,5139.0,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
1222,0,0,0,1,0,0,0,1,1,0,0,0,143495241.0,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15",143148354.0,"Байкальская ул., д. 23",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0615/032,606.8891821148326,606.6368435980861,56.79412364593302,48.14160833492824,23.848977177033493,индивидуальный проект,14.0,3.0,150.0,10566.8,9443.2,1123.6,кирпичные,нет,3.0,3.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
1223,0,0,0,0,0,1,0,1,1,0,0,0,143495241.0,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15",135861999.0,"Байкальская ул., д. 25, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/008,101.09601030985917,100.16236153990612,89.58686626760563,44.49429158685446,23.88918537558685,I-515,5.0,7.0,139.0,6095.9,6095.9,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
